account_status	duration_months	credit_history	purpose	amount	savings_bonds	employment_since	installment_rate	sex_status	guarant_other	residence_since	property	age	other_installments	housing	number_of_credits	job	num_maintenance	telephone	foreign_workerer	credit
no_account	21	all_credits_payed	car(new)	5003	no_account	1-4years	1	female	none	4	life_insurance	29	bank	own	2	skilled_employee	1	yes	yes	bad_credit
negative	24	all_credits_payed	house_investments	3552	<100DM	4-7years	3	single_male	none	4	car_other	27	bank	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	18	other_credits	house_investments	1928	<100DM	<1year	2	single_male	none	2	real_estate	31	none	own	2	unskilled_employee	1	none	yes	bad_credit
negative	24	all_existing_credits_payed	car(used)	2964	no_account	>7years	4	single_male	none	4	none	49	bank	for_free	1	skilled_employee	2	yes	yes	good_credit
negative	24	all_credits_payed	house_investments	1546	<100DM	4-7years	4	single_male	guarantor	4	car_other	24	bank	rent	1	unskilled_employee	1	none	yes	bad_credit
>200DM	6	delay_in_payments	house_investments	683	<100DM	<1year	2	female	none	1	life_insurance	29	bank	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	36	all_existing_credits_payed	car(new)	12389	no_account	1-4years	1	single_male	none	4	none	37	none	for_free	1	skilled_employee	1	yes	yes	bad_credit
0-200DM	24	delay_in_payments	business	4712	no_account	1-4years	4	single_male	none	2	life_insurance	37	bank	own	2	high_qualified	1	yes	yes	good_credit
0-200DM	24	delay_in_payments	house_investments	1553	100-500DM	4-7years	3	female	none	2	life_insurance	23	none	rent	2	skilled_employee	1	yes	yes	good_credit
negative	12	all_existing_credits_payed	car(new)	1372	<100DM	4-7years	2	male	none	3	car_other	36	none	own	1	skilled_employee	1	none	yes	bad_credit
no_account	24	other_credits	house_investments	2578	>1000DM	>7years	2	single_male	none	2	car_other	34	none	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	48	all_existing_credits_payed	house_investments	3979	no_account	4-7years	4	single_male	none	1	car_other	41	none	own	2	skilled_employee	2	yes	yes	good_credit
negative	48	all_existing_credits_payed	house_investments	6758	<100DM	1-4years	3	female	none	2	car_other	31	none	own	1	skilled_employee	1	yes	yes	bad_credit
negative	24	all_existing_credits_payed	house_investments	3234	<100DM	<1year	4	female	none	4	real_estate	23	none	rent	1	unskilled_employee	1	yes	yes	bad_credit
no_account	30	other_credits	house_investments	5954	<100DM	4-7years	3	single_male	co-applicant	2	car_other	38	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	24	all_existing_credits_payed	car(used)	5433	no_account	unemployed	2	female	none	4	life_insurance	26	none	rent	1	high_qualified	1	yes	yes	good_credit
negative	15	all_existing_credits_payed	business	806	<100DM	1-4years	4	female	none	4	life_insurance	22	none	own	1	unskilled_employee	1	none	yes	good_credit
0-200DM	9	all_existing_credits_payed	house_investments	1082	<100DM	>7years	4	single_male	none	4	car_other	27	none	own	2	unskilled_employee	1	none	yes	good_credit
no_account	15	other_credits	house_investments	2788	<100DM	4-7years	2	female	co-applicant	3	car_other	24	bank	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	12	all_existing_credits_payed	house_investments	2930	<100DM	4-7years	2	female	none	1	real_estate	27	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	24	other_credits	education	1927	no_account	1-4years	3	female	none	2	car_other	33	none	own	2	skilled_employee	1	yes	yes	good_credit
0-200DM	36	other_credits	car(new)	2820	<100DM	<1year	4	male	none	4	car_other	27	none	own	2	skilled_employee	1	none	yes	bad_credit
no_account	24	all_existing_credits_payed	education	937	<100DM	<1year	4	male	none	3	car_other	27	none	own	2	unskilled_employee	1	none	yes	good_credit
0-200DM	18	other_credits	car(new)	1056	<100DM	>7years	3	single_male	guarantor	3	real_estate	30	bank	own	2	skilled_employee	1	none	yes	bad_credit
0-200DM	12	other_credits	car(new)	3124	<100DM	<1year	1	single_male	none	3	real_estate	49	bank	own	2	unskilled_employee	2	none	yes	good_credit
no_account	9	all_existing_credits_payed	house_investments	1388	<100DM	1-4years	4	female	none	2	real_estate	26	none	rent	1	skilled_employee	1	none	yes	good_credit
0-200DM	36	all_existing_credits_payed	house_investments	2384	<100DM	<1year	4	single_male	none	1	none	33	none	rent	1	unskilled_employee	1	none	yes	bad_credit
no_account	12	all_existing_credits_payed	car(new)	2133	no_account	>7years	4	female	none	4	none	52	none	for_free	1	high_qualified	1	yes	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	2039	<100DM	1-4years	1	female	none	4	real_estate	20	bank	rent	1	skilled_employee	1	none	yes	bad_credit
negative	9	other_credits	car(new)	2799	<100DM	1-4years	2	single_male	none	2	real_estate	36	none	rent	2	skilled_employee	2	none	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	1289	<100DM	1-4years	4	single_male	guarantor	1	life_insurance	21	none	own	1	unskilled_employee	1	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	1217	<100DM	1-4years	4	male	none	3	real_estate	47	none	own	1	unskilled_employee	1	yes	yes	bad_credit
negative	12	other_credits	house_investments	2246	<100DM	>7years	3	single_male	none	3	life_insurance	60	none	own	2	skilled_employee	1	none	yes	bad_credit
negative	12	other_credits	house_investments	385	<100DM	4-7years	4	female	none	3	real_estate	58	none	own	4	unskilled_employee	1	yes	yes	good_credit
0-200DM	24	delay_in_payments	car(new)	1965	no_account	1-4years	4	female	none	4	car_other	42	none	rent	2	skilled_employee	1	yes	yes	good_credit
no_account	21	all_existing_credits_payed	business	1572	>1000DM	>7years	4	female	none	4	real_estate	36	bank	own	1	unskilled_employee	1	none	yes	good_credit
0-200DM	24	all_existing_credits_payed	car(new)	2718	<100DM	1-4years	3	female	none	4	life_insurance	20	none	rent	1	unskilled_employee	1	yes	yes	bad_credit
negative	24	all_credits_payed	other	1358	no_account	>7years	4	single_male	none	3	car_other	40	stores	own	1	high_qualified	1	yes	yes	bad_credit
0-200DM	6	all_credits_payed	car(new)	931	100-500DM	<1year	1	female	none	1	life_insurance	32	stores	own	1	unskilled_employee	1	none	yes	bad_credit
negative	24	all_existing_credits_payed	car(new)	1442	<100DM	4-7years	4	female	none	4	car_other	23	none	rent	2	skilled_employee	1	none	yes	bad_credit
0-200DM	24	all_credits_payed	business	4241	<100DM	1-4years	1	single_male	none	4	real_estate	36	none	own	3	unskilled_employee	1	yes	yes	bad_credit
no_account	18	other_credits	car(new)	2775	<100DM	4-7years	2	single_male	none	2	life_insurance	31	bank	own	2	skilled_employee	1	none	yes	bad_credit
no_account	24	delay_in_payments	business	3863	<100DM	1-4years	1	single_male	none	2	none	32	none	for_free	1	skilled_employee	1	none	yes	good_credit
0-200DM	7	all_existing_credits_payed	house_investments	2329	<100DM	<1year	1	female	guarantor	1	real_estate	45	none	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	9	all_existing_credits_payed	house_investments	918	<100DM	1-4years	4	female	none	1	life_insurance	30	none	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	24	all_credits_payed	education	1837	<100DM	4-7years	4	female	none	4	none	34	bank	for_free	1	unskilled_employee	1	none	yes	bad_credit
no_account	36	all_existing_credits_payed	house_investments	3349	<100DM	1-4years	4	female	none	2	car_other	28	none	own	1	high_qualified	1	yes	yes	bad_credit
>200DM	10	all_existing_credits_payed	house_investments	1275	<100DM	<1year	4	female	none	2	life_insurance	23	none	own	1	skilled_employee	1	none	yes	good_credit
negative	24	all_credits_payed	house_investments	2828	500-1000DM	1-4years	4	single_male	none	4	real_estate	22	stores	own	1	skilled_employee	1	yes	yes	good_credit
no_account	24	other_credits	business	4526	<100DM	1-4years	3	single_male	none	2	real_estate	74	none	own	1	high_qualified	1	yes	yes	good_credit
0-200DM	36	all_existing_credits_payed	house_investments	2671	100-500DM	1-4years	4	female	co-applicant	4	none	50	none	for_free	1	skilled_employee	1	none	yes	bad_credit
no_account	18	all_existing_credits_payed	house_investments	2051	<100DM	<1year	4	single_male	none	1	real_estate	33	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	15	all_existing_credits_payed	car(used)	1300	no_account	>7years	4	single_male	none	4	none	45	bank	for_free	1	skilled_employee	2	none	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	741	100-500DM	unemployed	4	female	none	3	life_insurance	22	none	own	1	skilled_employee	1	none	yes	bad_credit
>200DM	10	all_existing_credits_payed	car(new)	1240	100-500DM	>7years	1	female	none	4	none	48	none	for_free	1	unskilled_employee	2	none	yes	bad_credit
negative	21	all_existing_credits_payed	house_investments	3357	>1000DM	<1year	4	female	none	2	car_other	29	bank	own	1	skilled_employee	1	none	yes	good_credit
negative	24	all_credits_payed	car(used)	3632	<100DM	1-4years	1	female	guarantor	4	car_other	22	bank	rent	1	skilled_employee	1	none	no	good_credit
no_account	18	delay_in_payments	house_investments	1808	<100DM	4-7years	4	female	none	1	real_estate	22	none	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	48	all_credits_payed	business	12204	no_account	1-4years	2	single_male	none	2	car_other	48	bank	own	1	high_qualified	1	yes	yes	good_credit
0-200DM	60	delay_in_payments	house_investments	9157	no_account	1-4years	2	single_male	none	2	none	27	none	for_free	1	high_qualified	1	none	yes	good_credit
negative	6	other_credits	car(new)	3676	<100DM	1-4years	1	single_male	none	3	real_estate	37	none	rent	3	skilled_employee	2	none	yes	good_credit
0-200DM	30	all_existing_credits_payed	house_investments	3441	100-500DM	1-4years	2	female	co-applicant	4	car_other	21	none	rent	1	skilled_employee	1	none	yes	bad_credit
no_account	12	all_existing_credits_payed	car(new)	640	<100DM	1-4years	4	male	none	2	real_estate	49	none	own	1	unskilled_employee	1	none	yes	good_credit
0-200DM	21	other_credits	business	3652	<100DM	4-7years	2	single_male	none	3	life_insurance	27	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	18	other_credits	car(new)	1530	<100DM	1-4years	3	single_male	none	2	life_insurance	32	bank	own	2	skilled_employee	1	none	yes	bad_credit
no_account	48	all_existing_credits_payed	business	3914	no_account	1-4years	4	male	none	2	real_estate	38	bank	own	1	skilled_employee	1	none	yes	bad_credit
negative	12	all_existing_credits_payed	house_investments	1858	<100DM	<1year	4	female	none	1	car_other	22	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	2600	<100DM	1-4years	4	single_male	none	4	none	65	none	for_free	2	skilled_employee	1	none	yes	bad_credit
no_account	15	all_existing_credits_payed	house_investments	1979	no_account	>7years	4	single_male	none	2	car_other	35	none	own	1	skilled_employee	1	none	yes	good_credit
>200DM	6	all_existing_credits_payed	house_investments	2116	<100DM	1-4years	2	single_male	none	2	real_estate	41	none	own	1	skilled_employee	1	yes	yes	good_credit
0-200DM	9	all_credits_payed	car(new)	1437	100-500DM	4-7years	2	single_male	none	3	none	29	none	own	1	skilled_employee	1	none	yes	bad_credit
no_account	42	other_credits	house_investments	4042	500-1000DM	1-4years	4	single_male	none	4	real_estate	36	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	9	all_existing_credits_payed	education	3832	no_account	>7years	1	single_male	none	4	real_estate	64	none	own	1	unskilled_employee	1	none	yes	good_credit
negative	24	all_existing_credits_payed	house_investments	3660	<100DM	1-4years	2	female	none	4	car_other	28	none	own	1	skilled_employee	1	none	yes	good_credit
negative	18	all_credits_payed	house_investments	1553	<100DM	1-4years	4	single_male	none	3	car_other	44	bank	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	15	all_existing_credits_payed	house_investments	1444	no_account	<1year	4	single_male	none	1	life_insurance	23	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	9	all_existing_credits_payed	house_investments	1980	<100DM	<1year	2	female	co-applicant	2	car_other	19	none	rent	2	skilled_employee	1	none	yes	bad_credit
0-200DM	24	all_existing_credits_payed	car(new)	1355	<100DM	<1year	3	female	none	4	car_other	25	none	own	1	unskilled_employee	1	yes	yes	bad_credit
no_account	12	all_existing_credits_payed	education	1393	<100DM	>7years	4	single_male	none	4	life_insurance	47	bank	own	3	skilled_employee	2	yes	yes	good_credit
no_account	24	all_existing_credits_payed	house_investments	1376	500-1000DM	4-7years	4	female	none	1	car_other	28	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	60	delay_in_payments	house_investments	15653	<100DM	4-7years	2	single_male	none	4	car_other	21	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	12	all_existing_credits_payed	house_investments	1493	<100DM	<1year	4	female	none	3	car_other	34	none	own	1	skilled_employee	2	none	yes	good_credit
negative	42	delay_in_payments	house_investments	4370	<100DM	4-7years	3	single_male	none	2	life_insurance	26	bank	own	2	skilled_employee	2	yes	yes	bad_credit
negative	18	all_existing_credits_payed	education	750	<100DM	unemployed	4	female	none	1	real_estate	27	none	own	1	none	1	none	yes	bad_credit
0-200DM	15	all_existing_credits_payed	house_investments	1308	<100DM	>7years	4	single_male	none	4	car_other	38	none	own	2	unskilled_employee	1	none	yes	good_credit
no_account	15	all_existing_credits_payed	education	4623	100-500DM	1-4years	3	single_male	none	2	life_insurance	40	none	own	1	high_qualified	1	yes	yes	bad_credit
no_account	24	other_credits	house_investments	1851	<100DM	4-7years	4	male	guarantor	2	car_other	33	none	own	2	skilled_employee	1	yes	yes	good_credit
negative	18	other_credits	house_investments	1880	<100DM	4-7years	4	male	none	1	life_insurance	32	none	own	2	high_qualified	1	yes	yes	good_credit
no_account	36	delay_in_payments	business	7980	no_account	<1year	4	single_male	none	4	car_other	27	none	rent	2	skilled_employee	1	yes	yes	bad_credit
negative	30	all_credits_payed	house_investments	4583	<100DM	1-4years	2	male	guarantor	2	real_estate	32	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	12	all_existing_credits_payed	car(new)	1386	500-1000DM	1-4years	2	female	none	2	life_insurance	26	none	own	1	skilled_employee	1	none	yes	bad_credit
>200DM	24	all_existing_credits_payed	car(new)	947	<100DM	4-7years	4	single_male	none	3	none	38	bank	for_free	1	skilled_employee	2	none	yes	bad_credit
negative	12	all_existing_credits_payed	education	684	<100DM	1-4years	4	single_male	none	4	car_other	40	none	rent	1	unskilled_employee	2	none	yes	bad_credit
negative	48	all_existing_credits_payed	education	7476	<100DM	4-7years	4	single_male	none	1	none	50	none	for_free	1	high_qualified	1	yes	yes	good_credit
0-200DM	12	all_existing_credits_payed	house_investments	1922	<100DM	1-4years	4	single_male	none	2	life_insurance	37	none	own	1	unskilled_employee	1	none	yes	bad_credit
negative	24	all_existing_credits_payed	car(new)	2303	<100DM	>7years	4	single_male	co-applicant	1	real_estate	45	none	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	36	delay_in_payments	car(new)	8086	100-500DM	>7years	2	single_male	none	4	car_other	42	none	own	4	high_qualified	1	yes	yes	bad_credit
no_account	24	other_credits	car(used)	2346	<100DM	4-7years	4	single_male	none	3	car_other	35	none	own	2	skilled_employee	1	yes	yes	good_credit
negative	14	all_existing_credits_payed	car(new)	3973	<100DM	unemployed	1	single_male	none	4	none	22	none	for_free	1	skilled_employee	1	none	yes	good_credit
0-200DM	12	all_existing_credits_payed	car(new)	888	<100DM	>7years	4	single_male	none	4	car_other	41	bank	own	1	unskilled_employee	2	none	yes	bad_credit
no_account	48	all_existing_credits_payed	house_investments	10222	no_account	4-7years	4	single_male	none	3	car_other	37	stores	own	1	skilled_employee	1	yes	yes	good_credit
0-200DM	30	all_credits_payed	business	4221	<100DM	1-4years	2	female	none	1	car_other	28	none	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	18	other_credits	house_investments	6361	<100DM	>7years	2	single_male	none	1	none	41	none	own	1	skilled_employee	1	yes	yes	good_credit
>200DM	12	all_existing_credits_payed	house_investments	1297	<100DM	1-4years	3	male	none	4	real_estate	23	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	12	all_existing_credits_payed	car(new)	900	no_account	1-4years	4	male	none	2	car_other	23	none	own	1	skilled_employee	1	none	yes	bad_credit
no_account	21	all_existing_credits_payed	house_investments	2241	<100DM	>7years	4	single_male	none	2	real_estate	50	none	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	6	delay_in_payments	house_investments	1050	<100DM	unemployed	4	single_male	none	1	life_insurance	35	stores	own	2	high_qualified	1	yes	yes	good_credit
>200DM	6	other_credits	education	1047	<100DM	1-4years	2	female	none	4	life_insurance	50	none	own	1	unskilled_employee	1	none	yes	good_credit
no_account	24	other_credits	other	6314	<100DM	unemployed	4	single_male	co-applicant	2	none	27	bank	own	2	high_qualified	1	yes	yes	good_credit
0-200DM	30	all_credits_payed	house_investments	3496	>1000DM	1-4years	4	single_male	none	2	car_other	34	stores	own	1	skilled_employee	2	yes	yes	good_credit
no_account	48	all_credits_payed	business	3609	<100DM	1-4years	1	female	none	1	real_estate	27	stores	own	1	skilled_employee	1	none	yes	good_credit
negative	12	other_credits	car(new)	4843	<100DM	>7years	3	single_male	co-applicant	4	life_insurance	43	none	rent	2	skilled_employee	1	yes	yes	bad_credit
>200DM	30	other_credits	house_investments	3017	<100DM	>7years	4	single_male	none	4	life_insurance	47	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	24	other_credits	business	4139	100-500DM	1-4years	3	single_male	none	3	life_insurance	27	none	own	2	unskilled_employee	1	yes	yes	good_credit
no_account	36	all_existing_credits_payed	business	5742	100-500DM	4-7years	2	single_male	none	2	car_other	31	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	60	all_existing_credits_payed	car(new)	10366	<100DM	>7years	2	single_male	none	4	life_insurance	42	none	own	1	high_qualified	1	yes	yes	good_credit
no_account	6	other_credits	car(new)	2080	500-1000DM	1-4years	1	male	none	2	car_other	24	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	21	delay_in_payments	business	2580	500-1000DM	<1year	4	single_male	none	2	real_estate	41	bank	own	1	unskilled_employee	2	none	yes	bad_credit
no_account	30	other_credits	house_investments	4530	<100DM	4-7years	4	female	none	4	car_other	26	none	rent	1	high_qualified	1	yes	yes	good_credit
no_account	24	other_credits	house_investments	5150	<100DM	>7years	4	single_male	none	4	car_other	33	none	own	1	skilled_employee	1	yes	yes	good_credit
0-200DM	72	all_existing_credits_payed	house_investments	5595	100-500DM	1-4years	2	male	none	2	car_other	24	none	own	1	skilled_employee	1	none	yes	bad_credit
negative	24	all_existing_credits_payed	house_investments	2384	<100DM	>7years	4	single_male	none	4	real_estate	64	bank	rent	1	unskilled_employee	1	none	yes	good_credit
no_account	18	all_existing_credits_payed	house_investments	1453	<100DM	<1year	3	female	none	1	real_estate	26	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	6	all_existing_credits_payed	education	1538	<100DM	<1year	1	female	none	2	none	56	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	12	all_existing_credits_payed	house_investments	2279	no_account	1-4years	4	single_male	none	4	none	37	none	for_free	1	skilled_employee	1	yes	yes	good_credit
no_account	15	delay_in_payments	house_investments	1478	<100DM	1-4years	4	male	none	3	real_estate	33	bank	own	2	skilled_employee	1	none	yes	good_credit
no_account	24	other_credits	house_investments	5103	<100DM	<1year	3	male	none	3	none	47	none	for_free	3	skilled_employee	1	yes	yes	good_credit
0-200DM	36	delay_in_payments	business	9857	100-500DM	4-7years	1	single_male	none	3	life_insurance	31	none	own	2	unskilled_employee	2	yes	yes	good_credit
no_account	60	all_existing_credits_payed	car(new)	6527	no_account	1-4years	4	single_male	none	4	none	34	none	for_free	1	skilled_employee	2	yes	yes	good_credit
>200DM	10	other_credits	house_investments	1347	no_account	4-7years	4	single_male	none	2	life_insurance	27	none	own	2	skilled_employee	1	yes	yes	good_credit
0-200DM	36	delay_in_payments	car(new)	2862	100-500DM	>7years	4	single_male	none	3	none	30	none	for_free	1	skilled_employee	1	none	yes	good_credit
no_account	9	all_existing_credits_payed	house_investments	2753	100-500DM	>7years	3	single_male	co-applicant	4	car_other	35	none	own	1	skilled_employee	1	yes	yes	good_credit
negative	12	all_existing_credits_payed	car(new)	3651	>1000DM	1-4years	1	single_male	none	3	life_insurance	31	none	own	1	skilled_employee	2	none	yes	good_credit
negative	15	other_credits	house_investments	975	<100DM	1-4years	2	male	none	3	life_insurance	25	none	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	15	all_existing_credits_payed	house_investments	2631	100-500DM	1-4years	3	female	none	2	real_estate	25	none	own	1	unskilled_employee	1	none	yes	good_credit
0-200DM	24	all_existing_credits_payed	house_investments	2896	100-500DM	<1year	2	single_male	none	1	car_other	29	none	own	1	skilled_employee	1	none	yes	good_credit
negative	6	other_credits	car(new)	4716	no_account	<1year	1	single_male	none	3	real_estate	44	none	own	2	unskilled_employee	2	none	yes	good_credit
no_account	24	all_existing_credits_payed	house_investments	2284	<100DM	4-7years	4	single_male	none	2	car_other	28	none	own	1	skilled_employee	1	yes	yes	good_credit
no_account	6	all_existing_credits_payed	car(used)	1236	500-1000DM	1-4years	2	single_male	none	4	life_insurance	50	none	rent	1	skilled_employee	1	none	yes	good_credit
0-200DM	12	all_existing_credits_payed	house_investments	1103	<100DM	4-7years	4	single_male	guarantor	3	real_estate	29	none	own	2	skilled_employee	1	none	no	good_credit
no_account	12	other_credits	car(new)	926	<100DM	unemployed	1	female	none	2	life_insurance	38	none	own	1	none	1	none	yes	good_credit
no_account	18	other_credits	house_investments	1800	<100DM	1-4years	4	single_male	none	2	car_other	24	none	own	2	skilled_employee	1	none	yes	good_credit
>200DM	15	all_existing_credits_payed	education	1905	<100DM	>7years	4	single_male	none	4	car_other	40	none	rent	1	high_qualified	1	yes	yes	good_credit
no_account	12	all_existing_credits_payed	house_investments	1123	500-1000DM	1-4years	4	female	none	4	car_other	29	none	rent	1	unskilled_employee	1	none	yes	bad_credit
negative	48	other_credits	car(used)	6331	<100DM	>7years	4	single_male	none	4	none	46	none	for_free	2	skilled_employee	1	yes	yes	bad_credit
>200DM	24	all_existing_credits_payed	house_investments	1377	100-500DM	>7years	4	female	none	2	none	47	none	for_free	1	skilled_employee	1	yes	yes	good_credit
0-200DM	30	delay_in_payments	business	2503	100-500DM	>7years	4	single_male	none	2	life_insurance	41	stores	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	27	all_existing_credits_payed	business	2528	<100DM	<1year	4	female	none	1	life_insurance	32	none	own	1	skilled_employee	2	yes	yes	good_credit
no_account	15	all_existing_credits_payed	car(new)	5324	500-1000DM	>7years	1	female	none	4	none	35	none	for_free	1	skilled_employee	1	none	yes	good_credit
0-200DM	48	all_existing_credits_payed	car(new)	6560	100-500DM	4-7years	3	single_male	none	2	life_insurance	24	none	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	12	all_credits_payed	house_investments	2969	<100DM	<1year	4	female	none	3	life_insurance	25	none	rent	2	skilled_employee	1	none	yes	bad_credit
0-200DM	9	all_existing_credits_payed	house_investments	1206	<100DM	>7years	4	female	none	4	real_estate	25	none	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	9	all_existing_credits_payed	house_investments	2118	<100DM	1-4years	2	single_male	none	2	real_estate	37	none	own	1	unskilled_employee	2	none	yes	good_credit
no_account	18	other_credits	house_investments	629	500-1000DM	>7years	4	single_male	none	3	life_insurance	32	bank	own	2	high_qualified	1	yes	yes	good_credit
negative	6	all_credits_payed	education	1198	<100DM	>7years	4	female	none	4	none	35	none	for_free	1	skilled_employee	1	none	yes	bad_credit
no_account	21	all_existing_credits_payed	car(used)	2476	no_account	>7years	4	single_male	none	4	real_estate	46	none	own	1	high_qualified	1	yes	yes	good_credit
negative	9	other_credits	house_investments	1138	<100DM	1-4years	4	single_male	none	4	real_estate	25	none	own	2	unskilled_employee	1	none	yes	good_credit
0-200DM	60	all_existing_credits_payed	car(new)	14027	<100DM	4-7years	4	single_male	none	2	none	27	none	own	1	high_qualified	1	yes	yes	bad_credit
no_account	30	other_credits	car(used)	7596	no_account	>7years	1	single_male	none	4	car_other	63	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	30	other_credits	house_investments	3077	no_account	>7years	3	single_male	none	2	car_other	40	none	own	2	skilled_employee	2	yes	yes	good_credit
no_account	18	all_existing_credits_payed	house_investments	1505	<100DM	1-4years	4	single_male	none	2	none	32	none	for_free	1	high_qualified	1	yes	yes	good_credit
>200DM	24	other_credits	house_investments	3148	no_account	1-4years	3	single_male	none	2	car_other	31	none	own	2	skilled_employee	1	yes	yes	good_credit
0-200DM	20	all_credits_payed	car(used)	6148	100-500DM	>7years	3	male	none	4	car_other	31	bank	own	2	skilled_employee	1	yes	yes	good_credit
>200DM	9	all_credits_payed	house_investments	1337	<100DM	<1year	4	single_male	none	2	car_other	34	none	own	2	high_qualified	1	yes	yes	bad_credit
0-200DM	6	all_credits_payed	education	433	>1000DM	<1year	4	female	none	2	life_insurance	24	bank	rent	1	skilled_employee	2	none	yes	bad_credit
negative	12	all_existing_credits_payed	car(new)	1228	<100DM	1-4years	4	female	none	2	real_estate	24	none	own	1	unskilled_employee	1	none	yes	bad_credit
0-200DM	9	all_existing_credits_payed	house_investments	790	500-1000DM	1-4years	4	female	none	3	real_estate	66	none	own	1	unskilled_employee	1	none	yes	good_credit
no_account	27	all_existing_credits_payed	car(new)	2570	<100DM	1-4years	3	female	none	3	real_estate	21	none	rent	1	skilled_employee	1	none	yes	bad_credit
no_account	6	other_credits	car(new)	250	>1000DM	1-4years	2	female	none	2	real_estate	41	bank	own	2	unskilled_employee	1	none	yes	good_credit
no_account	15	other_credits	house_investments	1316	500-1000DM	1-4years	2	male	none	2	life_insurance	47	none	own	2	unskilled_employee	1	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	1882	<100DM	1-4years	4	female	none	4	car_other	25	bank	rent	2	skilled_employee	1	none	yes	bad_credit
0-200DM	48	all_credits_payed	business	6416	<100DM	>7years	4	female	none	3	none	59	none	rent	1	skilled_employee	1	none	yes	bad_credit
>200DM	24	other_credits	business	1275	>1000DM	1-4years	2	male	none	4	real_estate	36	none	own	2	skilled_employee	1	yes	yes	good_credit
0-200DM	24	delay_in_payments	house_investments	6403	<100DM	<1year	1	single_male	none	2	car_other	33	none	own	1	skilled_employee	1	none	yes	good_credit
negative	24	all_existing_credits_payed	house_investments	1987	<100DM	1-4years	2	single_male	none	4	real_estate	21	none	rent	1	unskilled_employee	2	none	yes	bad_credit
0-200DM	8	all_existing_credits_payed	house_investments	760	<100DM	4-7years	4	female	guarantor	2	real_estate	44	none	own	1	unskilled_employee	1	none	yes	good_credit
no_account	24	all_existing_credits_payed	car(used)	2603	>1000DM	1-4years	2	female	none	4	car_other	28	none	rent	1	skilled_employee	1	yes	yes	good_credit
no_account	4	other_credits	car(new)	3380	<100DM	4-7years	1	female	none	1	real_estate	37	none	own	1	skilled_employee	2	none	yes	good_credit
0-200DM	36	all_credits_payed	house_investments	3990	no_account	<1year	3	female	none	2	none	29	bank	own	1	none	1	none	yes	good_credit
0-200DM	24	all_existing_credits_payed	car(used)	11560	<100DM	1-4years	1	female	none	4	car_other	23	none	rent	2	high_qualified	1	none	yes	bad_credit
negative	18	all_existing_credits_payed	car(new)	4380	100-500DM	1-4years	3	single_male	none	4	car_other	35	none	own	1	unskilled_employee	2	yes	yes	good_credit
no_account	6	other_credits	car(new)	6761	<100DM	4-7years	1	single_male	none	3	none	45	none	own	2	high_qualified	2	yes	yes	good_credit
0-200DM	30	all_credits_payed	business	4280	100-500DM	1-4years	4	female	none	4	car_other	26	none	rent	2	unskilled_employee	1	none	yes	bad_credit
negative	24	all_credits_payed	car(new)	2325	100-500DM	4-7years	2	single_male	none	3	car_other	32	bank	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	10	all_credits_payed	house_investments	1048	<100DM	1-4years	4	single_male	none	4	real_estate	23	stores	own	1	unskilled_employee	1	none	yes	good_credit
no_account	21	all_existing_credits_payed	house_investments	3160	no_account	>7years	4	single_male	none	3	life_insurance	41	none	own	1	skilled_employee	1	yes	yes	good_credit
