climbRate	Sgz	p	q	curPitch	curRoll	absRoll	diffClb	diffRollRate	diffDiffClb	SeTime1	SeTime2	SeTime3	SeTime4	SeTime5	SeTime6	SeTime7	SeTime8	SeTime9	SeTime10	SeTime11	SeTime12	SeTime13	SeTime14	diffSeTime1	diffSeTime2	diffSeTime3	diffSeTime4	diffSeTime5	diffSeTime6	diffSeTime7	diffSeTime8	diffSeTime9	diffSeTime10	diffSeTime11	diffSeTime12	diffSeTime13	diffSeTime14	alpha	Se	Goal	GoalDisc
-58	-61	0.5	0.04	0.64	1.3	-15	3	-0.012	1	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0013	<avg
-31	-63	-0.12	0.09	0.63	2.1	-14	-2	-0.02	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	-0.002	0	0	0	0	0	0.6	0.021	-0.0012	<avg
37	-64	-0.4	0.12	0.55	1.6	-14	3	-0.008	-1.4	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0011	<avg
53	-63	-0.48	0.08	0.54	0.9	-15	2	0	-0.2	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.6	0.021	-0.001	<avg
25	-61	-0.47	0.12	0.59	0.2	-16	-5	0.001	0.5	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	-0.001	0	-0.001	0	0.6	0.022	-0.0009	<avg
-3	-61	-0.31	0.05	0.59	-0.5	-16	-2	0.014	0.5	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
189	-56	0.25	0.06	0.39	-0.7	-17	6	0.018	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0012	<avg
302	-46	0.45	0.12	0.31	0.4	-16	-2	-0.01	-0.6	0.022	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0015	<avg
122	-30	-0.43	0.13	0.49	0.8	-15	-5	-0.025	0.2	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0011	<avg
65	-28	-0.72	0.15	0.54	-0.1	-16	-5	-0.02	0.1	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.021	0.021	0.021	0.021	0.022	0	0	0	0	0	0	0	0	0.001	0	-0.001	0	-0.001	0	0.6	0.022	-0.0008	>avg
14	-27	-0.69	0.17	0.6	-1.1	-17	-7	0.007	-0.1	0.022	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.022	0.022	0.022	0.022	0.022	0.001	0	0	0	0	0	0	0	-0.001	0	-0.001	0	-0.001	0	0.6	0.022	-0.0007	>avg
-455	2	-0.39	0.31	1.57	-0.2	-17	-23	0.007	0.6	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0.038	-0.0013	<avg
-733	-17	-0.24	0.02	1.79	-0.8	-18	-12	0.016	2.8	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.032	0.032	0.033	0	0	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	1	0.033	-0.0011	<avg
-469	-42	0.2	-0.01	1.36	-0.9	-18	13	0.02	0.4	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.03	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.9	0.03	-0.0024	<avg
-143	-53	0.39	0.24	1.06	0.1	-17	5	-0.024	-2.3	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.032	0.032	0.033	0.033	0.033	0	0	0	0	0	0	0	0	0	0	-0.002	0	0	0	0.9	0.033	-0.0017	<avg
-60	-34	-0.79	0.19	0.93	1.1	-17	-6	-0.006	0.1	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.031	-0.0013	<avg
-156	-39	-0.65	0.18	1	-1.1	-19	-1	0.019	0.2	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.031	-0.001	<avg
353	-18	-0.61	0.34	0.66	0.9	-15	7	-0.01	-2.7	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0.042	-0.0015	<avg
197	-11	-0.69	0.2	0.9	-0.3	-16	-9	0.01	0.7	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0	0	0	0	0	0	0	0	0	0	-0.001	0	0	0	1.2	0.041	-0.0013	<avg
37	-6	-0.2	0.24	1.07	-1.5	-17	-7	0.022	-0.2	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0.041	-0.001	<avg
-52	-7	0.46	0.13	1.07	-1.2	-17	7	0.025	-0.5	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.037	-0.0017	<avg
-72	-9	0.64	0.17	1.14	1.2	-15	-6	-0.012	0.1	0.034	0.034	0.034	0.034	0.034	0.035	0.035	0.038	0.038	0.038	0.038	0.038	0.038	0.038	0	0	0	0	-0.002	0	-0.004	0	0	0	0	0	0	0	1.1	0.038	-0.002	<avg
88	-11	-0.17	0.05	0.88	2.4	-14	4	-0.022	-0.2	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.035	-0.0018	<avg
147	-8	-0.47	0.12	0.81	1.9	-14	3	-0.015	-0.4	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	1	0.036	-0.0016	<avg
20	-4	-0.58	0.19	0.99	0.6	-15	-6	0.002	-0.2	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.037	-0.0013	<avg
-58	-4	-0.53	0.2	1.08	-0.3	-16	-7	0.004	0	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0	0	0	0	0	0	0	0	0	0	-0.001	0	-0.001	0	1	0.037	-0.0009	<avg
-44	-9	0.05	0.08	0.95	-1.1	-17	11	0.028	-0.8	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.033	-0.0012	<avg
35	-9	0.32	0.05	0.88	-0.9	-17	7	0.026	0.1	0.035	0.035	0.035	0.035	0.035	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.9	0.033	-0.0016	<avg
42	-5	0.47	0.18	0.93	0.5	-16	-6	-0.007	-0.1	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.035	-0.002	<avg
-280	-11	-0.17	0.16	1.29	1.3	-15	-12	-0.023	0.3	0.033	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	0.035	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.035	-0.0019	<avg
-349	-18	-0.42	0.2	1.34	0.9	-15	-6	-0.02	-0.5	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.035	0	0	0	0	0	0	0	0	0	0	-0.001	0	-0.002	0	1	0.035	-0.0013	<avg
-366	-25	-0.57	0.13	1.31	0.3	-16	2	-0.012	-0.2	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.033	0.033	0.033	0.033	0.033	0	0	0	0	0	0	-0.001	0	-0.001	0	-0.001	0	0	0	0.9	0.033	-0.0012	<avg
-142	-42	-0.11	0.04	1.01	-1.2	-17	9	0.016	0	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.031	-0.0016	<avg
120	-42	0.14	0.1	0.74	-0.8	-17	4	-0.002	-0.2	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.031	-0.0013	<avg
66	-28	0.35	0.17	0.82	0.5	-15	-5	0.002	-0.2	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.032	-0.0017	<avg
-180	-31	0.02	-0.07	1.03	1.5	-15	-3	-0.018	2.5	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.029	-0.0019	<avg
-35	-35	-0.54	0.07	0.86	0.8	-15	4	-0.022	0	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.029	-0.001	<avg
18	-36	-0.79	0.09	0.8	-0.2	-16	4	-0.016	0	0.027	0.028	0.028	0.028	0.028	0.028	0.028	0.029	0.029	0.029	0.029	0.029	0.029	0.029	-0.001	0	0	0	0	0	-0.002	0	-0.001	0	0.001	0	-0.001	0	0.8	0.029	-0.0007	>avg
346	-28	0.12	0.01	0.39	-1.6	-18	13	0.036	-0.2	0.031	0.03	0.03	0.03	0.03	0.028	0.028	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.001	0	0	0	0.001	0	0.001	0	0	0	0	0	0	0	0.8	0.027	-0.0012	<avg
381	-10	0.64	0.23	0.48	-0.5	-16	-13	0.004	0.4	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.032	-0.0016	<avg
-69	-1	0.44	0.32	0.99	1.3	-15	-24	-0.017	0.6	0.031	0.031	0.031	0.032	0.032	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0.9	0.034	-0.0019	<avg
-248	-3	0.31	0.35	1.18	1.6	-14	-24	-0.017	-0.4	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.031	0.031	0.031	0.031	0.032	0.032	0.034	0	0	0	0	0	0	-0.005	0	0	0	-0.002	0	-0.002	0	0.9	0.034	-0.0016	<avg
-392	-8	0.18	-0.07	1.23	1.8	-14	-11	-0.023	3.1	0.024	0.024	0.024	0.024	0.024	0.027	0.027	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0	0	0	0	-0.004	0	-0.002	0	0	0	0	0	0	0	0.9	0.028	-0.0014	<avg
-327	-15	-0.14	-0.22	1.05	1.8	-14	12	-0.019	2.8	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.023	0.023	0.024	0.024	0.024	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0.7	0.024	-0.0009	<avg
273	-17	-0.18	-0.23	0.36	1.3	-15	27	0.016	0.4	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.001	<avg
625	-8	0.02	-0.2	-0.03	1.2	-15	29	0.015	-0.3	0.029	0.026	0.026	0.025	0.025	0.024	0.024	0.024	0.024	0.022	0.022	0.022	0.022	0.022	0.003	0	0.001	0	0.001	0	0	0	0.002	0	0	0	0	0	0.6	0.022	-0.0011	<avg
901	18	0.2	0.45	-0.09	1.4	-15	-13	0.006	-4.4	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.033	0.033	0.032	0	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0.8	0.032	-0.0015	<avg
306	39	0.22	0.37	0.6	1.9	-14	-31	-0.012	0.5	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.034	-0.0014	<avg
-259	39	-0.05	0.27	1.14	2	-14	-24	-0.01	1.6	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.032	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.9	0.032	-0.0012	<avg
-564	27	-0.18	0.03	1.4	1.8	-14	-17	-0.003	1.4	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0	0	0	0	0	0	-0.002	0	0	0	0	0	0	0	0.8	0.027	-0.0014	<avg
-174	-7	-0.38	0.01	0.88	0.5	-15	10	-0.005	-0.1	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.025	-0.0011	<avg
113	-8	-0.25	0.06	0.61	-0.6	-16	5	0.013	-0.3	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.028	0.028	0.027	0.027	0.025	0.025	0.025	0	0	0	0	0	0	0.001	0	0.001	0	0.001	0	0	0	0.7	0.025	-0.0009	<avg
-48	-5	0.11	0.32	0.86	-0.8	-17	-16	0.019	-0.9	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.03	-0.001	<avg
-265	-8	0.37	0.29	1.08	-0.5	-16	-16	0.017	-0.2	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.03	0	0	0	0	0	0	0	0	0	0	0	0	-0.005	0	0.8	0.03	-0.0014	<avg
-282	-16	0.54	0.17	1.03	0.4	-16	-2	-0.004	-1.1	0.025	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.027	0.027	0.027	-0.002	0	0	0	0	0	0	0	0	0	-0.002	0	0	0	0.7	0.027	-0.0016	<avg
29	-30	-0.23	0.01	0.65	1.3	-15	9	-0.018	-0.1	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.024	-0.0015	<avg
183	-27	-0.49	0.18	0.52	0.6	-15	6	-0.011	-1.7	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.026	-0.0013	<avg
155	-20	-0.57	0.14	0.56	-1.1	-17	0	0.004	-0.1	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.026	-0.0011	<avg
157	-17	-0.52	0.14	0.56	-1.6	-18	0	0.005	0	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.026	0.026	0.026	0.026	0.026	0	0	0	0	0	0	-0.001	0	0.001	0	0	0	0	0	0.7	0.026	-0.0009	<avg
116	-12	-0.2	0.15	0.6	-2.4	-18	-2	0.026	0.6	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.026	-0.0016	<avg
38	-8	0.16	0.27	0.72	-2.2	-18	-11	-0.013	-0.8	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.027	-0.0013	<avg
-140	-10	-0.03	0.34	0.9	-2.1	-18	-13	-0.004	-1.4	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.8	0.028	-0.001	<avg
-324	-13	0.02	0.33	1.11	-2.1	-18	-21	0.005	0.4	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.025	0.025	0.029	0.029	0.029	0.029	0.029	0	0	0	0	0	0	-0.004	0	-0.005	0	0	0	0	0	0.8	0.029	-0.0008	>avg
-217	-26	0.4	0.04	0.86	-1.8	-18	10	0.025	-1	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.022	-0.0011	<avg
65	-29	0.76	0.04	0.59	-0.2	-16	8	0.003	-0.3	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.023	-0.0016	<avg
177	-26	0.77	0.03	0.47	0.9	-15	7	-0.002	-0.2	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.7	0.023	-0.002	<avg
41	-22	0.27	0.22	0.68	1.9	-14	-10	-0.037	-0.4	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.027	-0.0017	<avg
-61	-22	-0.08	0.24	0.8	2	-14	-16	-0.047	-0.4	0.02	0.02	0.02	0.02	0.02	0.023	0.023	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0	0	0	0	-0.004	0	-0.005	0	0	0	0	0	0	0	0.8	0.027	-0.001	<avg
305	-22	-0.46	-0.03	0.3	0.4	-16	16	0.01	-1.2	0.022	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0011	<avg
560	7	-0.13	0.15	0.12	-0.7	-17	0	0.009	-0.6	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.025	0.025	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0	0	0.7	0.024	-0.0009	<avg
144	29	0.27	0.29	0.6	-0.5	-16	-19	0.015	0.2	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.027	-0.0013	<avg
-114	29	0.46	0.3	0.85	0.1	-16	-20	0.012	-0.1	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.027	0.028	0.028	0.028	0.028	0.027	0	0	0	0	0	0	0	0	-0.002	0	0	0	0	0	0.8	0.027	-0.0014	<avg
-436	15	0.18	0.15	1.07	1	-15	2	-0.015	-1.1	0.022	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.024	-0.0015	<avg
-453	3	-0.06	0.03	1.08	1	-15	2	-0.022	1.2	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.023	-0.0013	<avg
-415	-7	-0.31	0.08	1.04	0.8	-15	2	-0.02	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.021	0.021	0.023	0.023	0.023	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0.6	0.023	-0.0008	>avg
-30	-19	-0.19	-0.05	0.6	-0.3	-16	16	0.022	-0.3	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.001	<avg
423	-3	0.33	0.21	0.28	0.3	-16	-11	0.006	-1.8	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.024	-0.0014	<avg
265	11	0.33	0.6	0.48	1.1	-15	-17	-0.017	-4.9	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.029	-0.0011	<avg
-368	9	0.08	-0.14	1.05	1.5	-15	-24	-0.008	6	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.022	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.7	0.022	-0.0012	<avg
-74	-3	-0.09	-0.02	0.65	1.5	-14	12	-0.01	-0.6	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.001	<avg
294	3	-0.15	0.11	0.3	1.1	-15	13	0.003	-1.2	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0013	<avg
344	29	-0.34	0.11	0.29	0.2	-16	-1	-0.007	0	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0012	<avg
341	38	-0.41	0.19	0.3	-0.5	-16	-2	0	-0.5	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.6	0.023	-0.0008	>avg
-11	49	0.38	0.19	0.65	-1.1	-17	-8	0.022	-0.2	0.022	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.023	-0.001	<avg
-65	48	0.54	0.19	0.7	-0.7	-17	-8	0.019	-0.2	0.021	0.021	0.021	0.022	0.022	0.022	0.022	0.022	0.022	0.023	0.023	0.023	0.023	0.023	0	0	-0.002	0	0	0	-0.002	0	-0.002	0	0	0	0	0	0.7	0.023	-0.0013	<avg
-120	47	0.67	0.03	0.71	-0.1	-16	0	0.004	2.3	0.022	0.022	0.022	0.022	0.022	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.022	0	0	0	0	0.001	0	0	0	0	0	0	0	-0.002	0	0.6	0.022	-0.0014	<avg
-88	39	-0.11	0.06	0.66	1.5	-14	5	-0.021	-0.9	0.023	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.02	0.001	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.6	0.02	-0.0015	<avg
-74	37	-0.42	0.27	0.7	1.1	-15	-4	-0.021	-1.8	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.024	-0.0011	<avg
-220	34	-0.63	0.2	0.85	0.5	-16	-12	-0.017	0.6	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.022	0.022	0.024	0.024	0.024	0	0	0	0	0	0	0	0	-0.002	0	-0.003	0	0	0	0.7	0.024	-0.001	<avg
-275	31	-0.64	-0.05	0.84	-0.2	-16	2	0.006	3.7	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	-0.002	0	0	0	0	0	0	0	0.6	0.021	-0.0008	>avg
162	26	0.05	-0.01	0.39	-1.4	-17	14	0.023	-0.1	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.019	0	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0.5	0.019	-0.001	<avg
166	38	0.46	0.18	0.47	-0.4	-16	-10	0.005	0.1	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.023	-0.0011	<avg
-241	36	0.33	0.2	0.86	1.5	-14	-12	-0.009	-0.1	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.023	-0.0013	<avg
-505	23	0.08	0.22	1.12	2	-14	-15	-0.018	-0.4	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	-0.003	0	0	0	0.7	0.023	-0.0012	<avg
-573	12	-0.11	0.12	1.12	2	-14	2	-0.015	-0.7	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	-0.003	0	0	0	0.6	0.021	-0.0013	<avg
-344	-12	-0.48	0	0.87	1.2	-15	10	-0.014	0	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.001	<avg
-88	-20	-0.57	-0.04	0.61	-0.3	-16	14	0.01	0.5	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
